Price,Close,High,Low,Open,Volume
Ticker,2330.TW,2330.TW,2330.TW,2330.TW,2330.TW
Date,,,,,
2010-01-04,39.812103271484375,39.87344609868157,39.26000846639416,39.87344609868157,39407000
2010-01-05,39.56672668457031,39.93478832234874,39.19866504679189,39.87344549607861,37138000
2010-01-06,39.812103271484375,39.812103271484375,39.07597764472371,39.56672728253787,49261000
2010-01-07,39.382694244384766,39.87344622381792,39.382694244384766,39.81210339642821,42134000
2010-01-08,39.260005950927734,39.444039100885675,38.95328715443611,38.95328715443611,46076000
2010-01-11,39.56672668457031,39.81210266980848,38.95328906155372,39.260007873062015,36799000
2010-01-12,39.01463317871094,39.50538516542491,38.83060235373265,39.50538516542491,49853000
2010-01-13,38.52388381958008,38.707914645931794,38.401195821985965,38.6465718171742,47976000
2010-01-14,38.769256591796875,39.01463022650775,38.64656860440207,39.01463022650775,36149000
2010-01-15,38.953285217285156,38.953285217285156,38.52387845553559,38.58522361583044,47852000
2010-01-18,38.58522415161133,38.707909793747405,38.52387899046466,38.52387899046466,30136000
2010-01-19,38.3398551940918,38.76926204028143,38.03313635253906,38.646574035644534,47202000
2010-01-20,38.64656066894531,38.76924863114809,38.155811160212444,38.585217857883045,52281000
2010-01-21,38.401180267333984,38.64655616313109,38.094461567626595,38.64655616313109,24738000
2010-01-22,37.48103713989258,37.849101110970196,37.41969431475236,37.72641312061099,63918000
2010-01-25,37.051631927490234,37.29700556312153,36.86759877566835,36.86759877566835,62151000
2010-01-26,36.86759567260742,37.54237837897572,36.80625285388237,37.17431444638978,79112000
2010-01-27,36.560890197753906,37.051642286378296,36.49954735671555,36.86760908310446,52639000
2010-01-28,36.80625915527344,37.72641563415527,36.68357115674007,37.11297798156738,43988000
2010-01-29,37.72641372680664,37.72641372680664,36.438195657532575,36.86760012057139,91560000
2010-02-01,36.683563232421875,37.235657936520035,36.4995324444153,37.235657936520035,75480000
2010-02-02,36.192813873291016,37.05162734190896,36.192813873291016,36.928939369238044,65510000
2010-02-03,36.683563232421875,36.99028199245898,36.07012571234767,36.92893917648293,42426000
2010-02-04,36.2541618347168,36.80625662004904,36.19281900971489,36.80625662004904,42564000
2010-02-05,35.0886344909668,35.518041319403316,35.0886344909668,35.334008150016984,62227000
2010-02-08,35.21131896972656,35.70206857883549,34.965942995132735,35.57938059153857,45247000
2010-02-09,35.947444915771484,36.315508905332166,35.39535244154881,35.82475925933015,45754000
2010-02-10,35.82475662231445,36.315506232192995,35.70206863482514,36.19281824470368,53679000
2010-02-22,36.192813873291016,37.112970158205194,36.192813873291016,37.112970158205194,47519000
2010-02-23,36.683563232421875,36.744908388476354,36.25415650035424,36.56087526039135,50343000
2010-02-24,35.8860969543457,36.31550371070401,35.824754134899614,36.31550371070401,54884000
2010-02-25,35.70206832885742,36.13147511135064,35.51803751923996,35.88609913847489,55655000
2010-02-26,36.07011795043945,36.1314630932931,35.57936850799987,35.70205645362925,30877000
2010-03-01,36.560890197753906,36.74492340102775,35.70207872282,36.49954735671555,60146000
2010-03-02,36.74491500854492,37.11297665086911,36.49953902027623,37.11297665086911,53495000
2010-03-03,36.80625915527344,36.86760198450065,36.56088315820671,36.56088315820671,32150000
2010-03-04,36.31551742553711,36.6835791613721,35.82476766439731,36.6835791613721,53405000
2010-03-05,37.051631927490234,37.051631927490234,36.560879976070176,36.68356796392519,59062000
2010-03-08,37.54237747192383,37.54237747192383,37.17431354823058,37.35834668011644,43993000
2010-03-09,37.603729248046875,37.66507441998347,37.29701040860102,37.54238641618932,29829000
2010-03-10,37.665069580078125,37.665069580078125,37.297005615991345,37.6037244160243,30540000
2010-03-11,37.665069580078125,37.910443216057246,37.542381592049196,37.787755228028324,25340000
2010-03-12,37.29701232910156,37.726419194452625,37.17432431898995,37.6650763594364,67894000
2010-03-15,36.683563232421875,37.60371951253318,36.683563232421875,37.60371951253318,37911000
2010-03-16,36.622215270996094,36.92893398793898,36.622215270996094,36.867588840503544,29394000
2010-03-17,37.11296463012695,37.358340538919364,36.74490310701644,37.11296463012695,68876000
2010-03-18,37.051631927490234,37.174317575266514,36.80625595178021,36.86759877566835,70048000
2010-03-19,36.80625915527344,36.99028998303402,36.62222832751286,36.80625915527344,45829000
2010-03-22,36.192813873291016,36.56087545122531,36.070125900620106,36.56087545122531,47044000
2010-03-23,36.560890197753906,36.86760908310446,36.49954735671555,36.49954735671555,48107000
2010-03-24,37.17432403564453,37.29701204482101,36.86760518274291,36.86760518274291,46973000
2010-03-25,37.72641372680664,37.72641372680664,36.928945286776084,37.358352089893714,62713000
2010-03-26,38.03312301635742,38.03312301635742,36.990278852731976,37.60371632073774,77332000
2010-03-29,38.155818939208984,38.217161762777486,37.84910014120904,38.033130951993265,37464000
2010-03-30,38.155818939208984,38.278506926424704,37.84910014120904,38.278506926424704,29950000
2010-03-31,37.72641372680664,38.15582052992427,37.72641372680664,38.15582052992427,39228000
2010-04-01,38.09446716308594,38.33984309492478,37.726405605405986,37.726405605405986,54656000
2010-04-02,38.278507232666016,38.33985005672528,38.09447408033074,38.33985005672528,17299000
2010-04-06,38.89194107055664,38.95328388868064,38.52387714157712,38.52387714157712,52915000
2010-04-07,38.953285217285156,38.953285217285156,38.707909256262944,38.953285217285156,48336000
